From,To,Subject,Body,TransactionID,Payment Date,Class
Yasmin@BNYMellon.com,Shubhanshu@CitiBankNewYork.com,Remaining amount for transaction 445563 to be paid later.,The transaction 445563 is taking too long to complete. I would request you to kindly guide me through the further steps to be taken in order to complete the transaction.,445563,16-10-2019,Pending
Adam@DEUTSCHEBANK.com,Suhail@CitiBankHongKong.com,Transaction no. 223487 is unresolved.,"Hello!! Greetings for the day. Status of transaction INR 397392 for account 223487 is pending, I would be grateful if you could tell me the cause. Thanks a lot.",223487,23-06-2019,Pending
Zachary@DESHAW.com,Neha@CitiBankSingapore.com,Fulfilled transaction having ID : 888240,Glad to let you know that I got the desired payment in reference to transaction 888240 .I am very happy with your services and will definitely recommend your company to my friends and acquaintances. Warm regards.,888240,01-04-2020,Complete
Phillip@DEUTSCHEBANK.com,Dipesh@CitiBankLondon.com,Fulfilled transaction having ID : 264178,Greetings! I wanted to let you know that I have acknowledged the payment for transaction 264178 in response to your email which confirmed the finalized status of my transaction. Thanks and regards.,264178,30-04-2020,Complete
Mike@DEUTSCHEBANK.com,Rishabh@CitiBankSingapore.com,Transaction no. 155986 is unresolved.,The transaction 155986 is taking too long to complete. I would request you to kindly guide me through the further steps to be taken in order to complete the transaction.,155986,01-04-2020,Pending
Jacob@SBI.com,Shaniece@CitiBankNewYork.com,Payment done and Transaction 307546 settled.,Glad to let you know that I got the desired payment in reference to transaction 307546 .I am very happy with your services and will definitely recommend your company to my friends and acquaintances. Warm regards.,307546,18-03-2020,Complete
Jacob@JPMorgan.com,Shubhanshu@CitiBankHongKong.com,Incomplete transaction 251733,The transaction 251733 is taking too long to complete. I would request you to kindly guide me through the further steps to be taken in order to complete the transaction.,251733,21-08-2019,Pending
Morgan@BNYMellon.com,Anthony@CitiBankPune.com,Sorted out the transaction with ID : 815150,Greetings! I wanted to let you know that I have acknowledged the payment for transaction 815150 in response to your email which confirmed the finalized status of my transaction. Thanks and regards.,815150,26-08-2019,Complete
Spike@DEUTSCHEBANK.com,Rishabh@CitiBankPune.com,Dealing with the transaction 964971,"Sincere greetings, I am glad to tell you that I have finally been granted the pre-approved amount through transaction 964971 . It is now being processed. I am grateful for your support. Warm regards.",964971,22-05-2019,Processing
Zachary@HSBC.com,Shai@CitiBankNewYork.com,Partial payment for transaction 628616,There has been only a partial payment of amount USD 306550.Assuring you that the rest will be paid later. Warm Regards.,628616,23-07-2019,Pending
Angela@DESHAW.com,Rishabh@CitiBankHongKong.com,New Cheque book,Kindly add the contact no. 3866839665 to my bank account 056096,56096,03-04-2020,General
Morgan@HSBC.com,Suhail@CitiBankPune.com,Failure of transaction 960877,I have been your regular client and have been following the procedure for creating a transaction correctly for several years. Still I have received an email saying that the transaction has failed. I am very annoyed by this .I would like to know the reason. My Transaction ID is 960877 Regards.,960877,24-03-2020,Failed
Yasmin@JPMorgan.com,Patrick@CitiBankSingapore.com,Upgrade to an account with more benefits,Kindly add the contact no. 8372486438 to my bank account 672410,672410,01-12-2019,General
Stefanie@HSBC.com,Rishabh@CitiBankPune.com,Failure of transaction 001533,This is to notify you that my transaction 001533 has failed. Please reply to me with the cause as soon as possible.,1533,27-01-2020,Failed
Phillip@DESHAW.com,Patrick@CitiBankSingapore.com,Transaction 107581 has failed!,"Greetings for the day, I checked my inbox and found your email stating the failure of my transaction. Please help me understand why 107581 has failed, need funds urgently! Patiently waiting for you reply. Thanks a lot.",107581,16-06-2019,Failed
Bella@DESHAW.com,Elena@CitiBankNewYork.com,Impetrating details for ID : 618849,"responding quickly to this will be highly appreciated, send the exact amount transferred yesterday.",618849,15-07-2019,Request
Zachary@JPMorgan.com,Rishabh@CitiBankLondon.com,Asking for the details for transaction 854425,Can you please tell me the amount transferred through transaction ID : 854425? Thanks.,854425,16-09-2019,Request
Jacob@SBI.com,Suhail@CitiBankSingapore.com,Handling the transaction 404896 after payment.,Thank you for transferring the payment to my account yesterday. I appreciate the quick response. I would like to inform you that is is currently in process. Thanks and regards.,404896,11-10-2019,Processing
Phillip@DEUTSCHEBANK.com,Isabella@CitiBankNewYork.com,Abrupt closure of transaction with ID 351306,This is in response to your email stating that my transaction having ID 351306 has failed but no reason was mentioned. Can you please tell me what did I do wrong so that I can create a new one without any errors? Waiting for your reply. Thank you in advance.,351306,02-02-2019,Failed
Jason@SBI.com,Shai@CitiBankNewYork.com,Request to send details of transaction 411352,I request you to kindly send the status of my transaction with ID : 411352. Thanks and regards,411352,02-10-2019,Request
David@DEUTSCHEBANK.com,Isabella@CitiBankLondon.com,rectify mistake,"I am holding a Savings Account in our bank 907463 for the past four years. I got my pass-book updated recently to file my income-tax return but the entries from the period of 15th Jan, 20019 to 7th Feb, 20219 were missing. Kindly rectify this error and issue me a fresh print-out. Thanking you,",907463,15-09-2019,General
Yasmin@HDFC.com,Shai@CitiBankLondon.com,Transaction no. 799798 is unresolved.,I regret to inform you the I could only pay the partial amount of INR 082192 I will definitely pay the remaining amount as soon as possible.Thank you for understanding. Regards,799798,13-05-2019,Pending
Mike@DEUTSCHEBANK.com,Rudra@CitiBankHongKong.com,The pending amount for transaction 708985 will reach you soon,"Hello!! Greetings for the day. Status of transaction USD 039423 for account 708985 is pending, I would be grateful if you could tell me the cause. Thanks a lot.",708985,23-12-2019,Pending
Angela@BNYMellon.com,Neha@CitiBankHongKong.com,Why has my transaction 424694 stopped?,"Greetings for the day, I checked my inbox and found your email stating the failure of my transaction. Please help me understand why 424694 has failed, need funds urgently! Patiently waiting for you reply. Thanks a lot.",424694,24-04-2019,Failed
Morgan@JPMorgan.com,Liam@CitiBankPune.com,Transaction 471188 stalled and payment not received.,"Hey, I see my transaction with ID 471188 has failed. I think I did everything right? Please look into this and reply with the reason urgently. Thank you and regards.",471188,19-06-2019,Failed
Bella@BNYMellon.com,Isabella@CitiBankLondon.com,death of account holder,"This is to notify the bank that my father, had an account in your bank 197073. he passed away recently . I am writing this letter on behalf of my mother. I request the bank to transfer the amount in my father’s account to my mother’s account 898876 which is also in the same bank.",197073,06-08-2019,General
Phillip@HSBC.com,Suhail@CitiBankHongKong.com,Soliciting information for ID : 711605,Can you please tell me the amount transferred through transaction ID : 711605? Thanks.,711605,09-05-2020,Request
Jacob@HDFC.com,Patrick@CitiBankPune.com,Payment outstanding for transaction 772920,There has been only a partial payment of amount EUR 515721. Assuring you that the rest will be paid later. Warm Regards.,772920,19-01-2019,Pending
Stefanie@JPMorgan.com,Elena@CitiBankNewYork.com,Change address for account no. 536314,I need a new cheque book of 25 leaves. Kindly send the same to my current address which is present in the details of my account 536314,536314,07-02-2019,General
Stacy@DESHAW.com,Rudra@CitiBankSingapore.com,Why cant I withdraw money with my ATM card?,This is to inform you that I am not able to withdraw money from my account 865114. Please help!,865114,11-08-2019,General
Phillip@BNYMellon.com,Dipesh@CitiBankNewYork.com,Payment is pending for transaction 945555,The transaction 945555 is taking too long to complete. I would request you to kindly guide me through the further steps to be taken in order to complete the transaction.,945555,02-11-2019,Pending
Archie@HDFC.com,Sumit@CitiBankHongKong.com,Transaction no. 985101 is unresolved.,"Hello!! Greetings for the day. Status of transaction INR 952343 for account 985101 is pending, I would be grateful if you could tell me the cause. Thanks a lot.",985101,08-01-2019,Pending
Bella@HSBC.com,Rudra@CitiBankHongKong.com,Want to block account 565840,Kindly add the contact no. 4562813125 to my bank account 565840,565840,18-12-2019,General
Angela@BNYMellon.com,Elena@CitiBankLondon.com,Dealing with the transaction 100387,Thank you for transferring the payment to my account yesterday. I admire the quick response. I would like to inform you that is is currently in process. Thanks and regards.,100387,09-10-2019,Processing
Bella@JPMorgan.com,Shaniece@CitiBankHongKong.com,Completed transaction no. 139324,"Hey, I am writing in reference to the transaction 139324 . I was granted the aforementioned amount within the deadline. Sincere gratitude for such a quick response. Kind regards",139324,27-09-2019,Complete
Morgan@HDFC.com,Neha@CitiBankSingapore.com,Accepted payment. Transaction233668 currently processing,Acknowledging the received payment for transaction 233668 . It is finally in process. Kind regards.,233668,30-11-2019,Processing
